District_Name,Crop_Name,Market_Name,Price_Date,Price_Tk_kg
Rangpur,Fennel,Rangpur Sadar Bazar,2025-05-02,41.9
Cumilla,Barley,Cumilla Sadar Bazar,2024-04-19,39.44
Rangpur,Fennel,Rangpur Sadar Bazar,2024-08-19,47.56
Bogra,Wheat,Bogra Sadar Bazar,2024-04-21,38.34
Bogra,Fennel,Bogra Sadar Bazar,2025-02-04,35.98
Rajshahi,Oilseeds,Rajshahi Sadar Bazar,2024-06-04,44.3
Mymensingh,Gram,Mymensingh Sadar Bazar,2024-11-05,44.44
Sylhet,Wheat,Sylhet Sadar Bazar,2025-04-12,40.81
Chittagong,Pulses,Chittagong Sadar Bazar,2024-10-14,43.25
Cumilla,Gram,Cumilla Sadar Bazar,2025-02-28,39.82
Rajshahi,Fennel,Rajshahi Sadar Bazar,2024-11-17,41.12
Sylhet,Gram,Sylhet Sadar Bazar,2025-01-22,45.59
Barisal,Fennel,Barisal Sadar Bazar,2024-04-25,43.0
Sylhet,Fenugreek,Sylhet Sadar Bazar,2025-02-01,39.19
Chittagong,Cumin,Chittagong Sadar Bazar,2025-01-16,46.49
Mymensingh,Wheat,Mymensingh Sadar Bazar,2024-08-25,28.65
Cumilla,Fenugreek,Cumilla Sadar Bazar,2024-05-21,49.85
Jessore,Bajra,Jessore Sadar Bazar,2024-07-04,31.81
Rangpur,Mustard,Rangpur Sadar Bazar,2025-02-14,36.99
Rajshahi,Barley,Rajshahi Sadar Bazar,2024-11-13,39.8
Bogra,Bajra,Bogra Sadar Bazar,2025-01-07,39.3
Chittagong,Fennel,Chittagong Sadar Bazar,2025-03-23,44.83
Rangpur,Cotton,Rangpur Sadar Bazar,2024-11-05,34.92
Jessore,Mango,Jessore Sadar Bazar,2024-03-26,41.25
Bogra,Opium,Bogra Sadar Bazar,2024-10-30,37.22
Bogra,Tomato,Bogra Sadar Bazar,2024-09-06,41.42
Jessore,Mustard,Jessore Sadar Bazar,2025-02-15,39.69
Jessore,Oilseeds,Jessore Sadar Bazar,2025-02-08,40.45
Bogra,Fennel,Bogra Sadar Bazar,2024-11-13,37.36
Chittagong,Wheat,Chittagong Sadar Bazar,2025-01-16,37.55
Sylhet,Tomato,Sylhet Sadar Bazar,2025-05-09,41.38
Barisal,Sugarcane,Barisal Sadar Bazar,2024-06-11,44.53
Chittagong,Sugarcane,Chittagong Sadar Bazar,2025-02-14,37.13
Cumilla,Opium,Cumilla Sadar Bazar,2024-03-26,35.83
Chittagong,Cotton,Chittagong Sadar Bazar,2024-12-17,42.94
Bogra,Mango,Bogra Sadar Bazar,2024-06-02,39.84
Barisal,Bajra,Barisal Sadar Bazar,2025-02-17,43.99
Barisal,Oilseeds,Barisal Sadar Bazar,2025-01-07,35.65
Rangpur,Opium,Rangpur Sadar Bazar,2024-03-23,31.46
Rangpur,Mustard,Rangpur Sadar Bazar,2024-10-27,37.44
Sylhet,Cumin,Sylhet Sadar Bazar,2025-01-05,36.32
Sylhet,Fennel,Sylhet Sadar Bazar,2024-08-17,39.62
Chittagong,Barley,Chittagong Sadar Bazar,2025-03-27,36.94
Chittagong,Garlic,Chittagong Sadar Bazar,2024-05-28,43.56
Cumilla,Guava,Cumilla Sadar Bazar,2025-04-18,38.62
Barisal,Mango,Barisal Sadar Bazar,2024-10-30,40.72
Jessore,Chilli,Jessore Sadar Bazar,2024-05-19,40.76
Rangpur,Bajra,Rangpur Sadar Bazar,2024-09-25,40.94
Rangpur,Barley,Rangpur Sadar Bazar,2024-05-12,39.88
Mymensingh,Fenugreek,Mymensingh Sadar Bazar,2024-11-25,42.45
Rajshahi,Pulses,Rajshahi Sadar Bazar,2024-06-06,36.18
Bogra,Mango,Bogra Sadar Bazar,2025-03-27,46.72
Bogra,Pomegranate,Bogra Sadar Bazar,2024-05-08,38.86
Sylhet,Opium,Sylhet Sadar Bazar,2024-11-29,33.7
Sylhet,Wheat,Sylhet Sadar Bazar,2025-02-13,40.9
Cumilla,Onion,Cumilla Sadar Bazar,2025-03-18,35.91
Sylhet,Fennel,Sylhet Sadar Bazar,2024-12-11,43.19
Chittagong,Guava,Chittagong Sadar Bazar,2024-09-02,50.61
Chittagong,Tomato,Chittagong Sadar Bazar,2024-07-06,36.22
Dhaka,Tomato,Dhaka Sadar Bazar,2024-04-06,41.6
Rajshahi,Cumin,Rajshahi Sadar Bazar,2025-04-18,31.57
Cumilla,Onion,Cumilla Sadar Bazar,2024-09-29,42.18
Rangpur,Guava,Rangpur Sadar Bazar,2025-04-16,35.75
Rajshahi,Fenugreek,Rajshahi Sadar Bazar,2024-05-27,37.0
Rangpur,Barley,Rangpur Sadar Bazar,2024-06-06,34.71
Mymensingh,Gram,Mymensingh Sadar Bazar,2024-10-28,43.51
Cumilla,Cotton,Cumilla Sadar Bazar,2024-08-15,44.84
Bogra,Wheat,Bogra Sadar Bazar,2024-05-25,40.11
Mymensingh,Oilseeds,Mymensingh Sadar Bazar,2025-04-15,35.85
Bogra,Opium,Bogra Sadar Bazar,2025-02-09,47.63
Bogra,Pulses,Bogra Sadar Bazar,2025-02-04,36.4
Sylhet,Barley,Sylhet Sadar Bazar,2024-07-15,29.62
Rangpur,Pulses,Rangpur Sadar Bazar,2024-03-30,42.2
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2024-04-04,34.7
Rajshahi,Wheat,Rajshahi Sadar Bazar,2025-04-15,44.75
Barisal,Oilseeds,Barisal Sadar Bazar,2024-12-03,38.17
Rangpur,Mustard,Rangpur Sadar Bazar,2024-06-28,42.9
Barisal,Bajra,Barisal Sadar Bazar,2024-10-29,46.73
Jessore,Maize,Jessore Sadar Bazar,2025-03-07,34.2
Mymensingh,Guava,Mymensingh Sadar Bazar,2024-12-03,37.28
Rajshahi,Oilseeds,Rajshahi Sadar Bazar,2024-04-16,39.64
Jessore,Onion,Jessore Sadar Bazar,2024-09-15,47.38
Barisal,Onion,Barisal Sadar Bazar,2024-10-27,36.84
Rajshahi,Opium,Rajshahi Sadar Bazar,2025-04-18,37.15
Jessore,Pomegranate,Jessore Sadar Bazar,2024-06-19,42.3
Sylhet,Pulses,Sylhet Sadar Bazar,2024-04-18,37.23
Sylhet,Sugarcane,Sylhet Sadar Bazar,2024-09-09,40.73
Bogra,Pomegranate,Bogra Sadar Bazar,2024-06-11,32.55
Sylhet,Onion,Sylhet Sadar Bazar,2024-08-05,50.63
Barisal,Coriander,Barisal Sadar Bazar,2024-11-11,33.53
Barisal,Guava,Barisal Sadar Bazar,2025-03-06,38.46
Sylhet,Chilli,Sylhet Sadar Bazar,2024-11-14,39.84
Bogra,Coriander,Bogra Sadar Bazar,2025-01-21,49.18
Jessore,Fennel,Jessore Sadar Bazar,2024-12-01,33.64
Chittagong,Onion,Chittagong Sadar Bazar,2025-02-19,49.52
Dhaka,Bajra,Dhaka Sadar Bazar,2024-12-19,43.63
Cumilla,Mustard,Cumilla Sadar Bazar,2025-03-12,42.0
Cumilla,Fennel,Cumilla Sadar Bazar,2024-08-18,35.27
Cumilla,Pulses,Cumilla Sadar Bazar,2024-07-06,42.74
Rangpur,Pomegranate,Rangpur Sadar Bazar,2024-05-30,36.53
Dhaka,Cotton,Dhaka Sadar Bazar,2025-01-03,46.08
Chittagong,Oilseeds,Chittagong Sadar Bazar,2024-10-17,35.34
Mymensingh,Gram,Mymensingh Sadar Bazar,2024-09-26,39.46
Jessore,Guava,Jessore Sadar Bazar,2025-03-18,37.33
Cumilla,Wheat,Cumilla Sadar Bazar,2024-07-13,35.26
Sylhet,Pulses,Sylhet Sadar Bazar,2024-05-25,43.56
Rajshahi,Wheat,Rajshahi Sadar Bazar,2025-04-27,42.57
Cumilla,Citrus,Cumilla Sadar Bazar,2025-03-22,45.8
Rangpur,Citrus,Rangpur Sadar Bazar,2025-05-02,31.46
Jessore,Coriander,Jessore Sadar Bazar,2024-10-08,45.11
Mymensingh,Guava,Mymensingh Sadar Bazar,2024-08-18,52.03
Sylhet,Garlic,Sylhet Sadar Bazar,2024-04-09,37.83
Jessore,Oilseeds,Jessore Sadar Bazar,2024-03-25,49.1
Mymensingh,Pomegranate,Mymensingh Sadar Bazar,2025-02-10,38.74
Chittagong,Wheat,Chittagong Sadar Bazar,2024-12-30,33.41
Bogra,Cotton,Bogra Sadar Bazar,2024-06-11,38.53
Mymensingh,Coriander,Mymensingh Sadar Bazar,2024-10-05,45.03
Cumilla,Barley,Cumilla Sadar Bazar,2024-08-11,35.98
Rangpur,Barley,Rangpur Sadar Bazar,2025-01-26,37.12
Rajshahi,Tomato,Rajshahi Sadar Bazar,2024-07-10,42.85
Dhaka,Coriander,Dhaka Sadar Bazar,2024-06-22,40.01
Sylhet,Cotton,Sylhet Sadar Bazar,2024-03-22,42.81
Sylhet,Fenugreek,Sylhet Sadar Bazar,2024-09-27,41.14
Dhaka,Garlic,Dhaka Sadar Bazar,2024-04-06,42.3
Chittagong,Sugarcane,Chittagong Sadar Bazar,2025-03-03,37.92
Cumilla,Wheat,Cumilla Sadar Bazar,2025-04-27,41.11
Sylhet,Sugarcane,Sylhet Sadar Bazar,2024-07-04,35.55
Bogra,Gram,Bogra Sadar Bazar,2024-11-24,46.18
Dhaka,Garlic,Dhaka Sadar Bazar,2025-02-13,36.96
Cumilla,Maize,Cumilla Sadar Bazar,2025-03-22,45.42
Jessore,Garlic,Jessore Sadar Bazar,2025-04-13,38.88
Chittagong,Pulses,Chittagong Sadar Bazar,2025-02-28,40.97
Cumilla,Cotton,Cumilla Sadar Bazar,2024-09-20,37.62
Rajshahi,Opium,Rajshahi Sadar Bazar,2024-09-15,35.12
Mymensingh,Cumin,Mymensingh Sadar Bazar,2025-03-13,31.63
Dhaka,Mustard,Dhaka Sadar Bazar,2024-04-28,34.93
Sylhet,Barley,Sylhet Sadar Bazar,2024-12-07,38.45
Bogra,Fennel,Bogra Sadar Bazar,2024-12-05,41.02
Cumilla,Chilli,Cumilla Sadar Bazar,2024-06-14,44.85
Sylhet,Fennel,Sylhet Sadar Bazar,2024-08-26,37.86
Cumilla,Pomegranate,Cumilla Sadar Bazar,2024-05-24,35.77
Chittagong,Cotton,Chittagong Sadar Bazar,2024-04-07,33.07
Cumilla,Gram,Cumilla Sadar Bazar,2024-11-14,42.3
Bogra,Cotton,Bogra Sadar Bazar,2024-11-27,46.64
Bogra,Chilli,Bogra Sadar Bazar,2024-09-12,46.08
Dhaka,Guava,Dhaka Sadar Bazar,2024-11-03,43.41
Rajshahi,Bajra,Rajshahi Sadar Bazar,2024-11-22,43.07
Rangpur,Opium,Rangpur Sadar Bazar,2024-12-14,48.15
Rangpur,Chilli,Rangpur Sadar Bazar,2025-03-20,41.59
Bogra,Pomegranate,Bogra Sadar Bazar,2024-11-15,43.1
Rangpur,Cotton,Rangpur Sadar Bazar,2024-11-15,38.46
Cumilla,Bajra,Cumilla Sadar Bazar,2024-11-21,33.46
Cumilla,Fenugreek,Cumilla Sadar Bazar,2024-12-03,36.72
Rangpur,Cotton,Rangpur Sadar Bazar,2024-11-14,39.96
Bogra,Fennel,Bogra Sadar Bazar,2025-05-17,40.29
Jessore,Maize,Jessore Sadar Bazar,2024-05-05,49.25
Dhaka,Opium,Dhaka Sadar Bazar,2024-07-11,40.39
Barisal,Mustard,Barisal Sadar Bazar,2024-12-12,45.66
Bogra,Tomato,Bogra Sadar Bazar,2024-11-04,37.91
Bogra,Mango,Bogra Sadar Bazar,2024-09-08,38.5
Rajshahi,Garlic,Rajshahi Sadar Bazar,2025-02-10,33.62
Sylhet,Mango,Sylhet Sadar Bazar,2025-02-13,36.44
Sylhet,Tomato,Sylhet Sadar Bazar,2025-02-21,42.53
Rajshahi,Onion,Rajshahi Sadar Bazar,2025-03-25,40.04
Mymensingh,Opium,Mymensingh Sadar Bazar,2024-09-03,44.53
Cumilla,Cotton,Cumilla Sadar Bazar,2024-09-26,40.87
Dhaka,Fenugreek,Dhaka Sadar Bazar,2025-01-14,38.31
Jessore,Fennel,Jessore Sadar Bazar,2024-07-31,50.31
Mymensingh,Guava,Mymensingh Sadar Bazar,2024-08-13,39.55
Barisal,Chilli,Barisal Sadar Bazar,2025-04-16,45.58
Rangpur,Sugarcane,Rangpur Sadar Bazar,2024-05-25,38.07
Rajshahi,Fenugreek,Rajshahi Sadar Bazar,2024-05-03,43.41
Dhaka,Pulses,Dhaka Sadar Bazar,2024-05-10,44.45
Bogra,Oilseeds,Bogra Sadar Bazar,2025-01-01,41.0
Bogra,Citrus,Bogra Sadar Bazar,2024-07-26,28.7
Dhaka,Sugarcane,Dhaka Sadar Bazar,2024-12-24,40.09
Rajshahi,Maize,Rajshahi Sadar Bazar,2024-05-09,45.91
Mymensingh,Pulses,Mymensingh Sadar Bazar,2025-02-26,42.53
Bogra,Gram,Bogra Sadar Bazar,2024-10-05,42.14
Cumilla,Bajra,Cumilla Sadar Bazar,2024-11-06,31.73
Jessore,Cumin,Jessore Sadar Bazar,2024-11-02,36.54
Chittagong,Oilseeds,Chittagong Sadar Bazar,2025-04-22,41.97
Mymensingh,Citrus,Mymensingh Sadar Bazar,2025-04-03,41.97
Barisal,Citrus,Barisal Sadar Bazar,2024-12-09,45.83
Sylhet,Guava,Sylhet Sadar Bazar,2024-09-16,39.3
Sylhet,Chilli,Sylhet Sadar Bazar,2025-02-26,41.95
Barisal,Pomegranate,Barisal Sadar Bazar,2024-09-27,40.08
Rajshahi,Sugarcane,Rajshahi Sadar Bazar,2025-02-21,35.26
Chittagong,Oilseeds,Chittagong Sadar Bazar,2024-04-24,29.17
Rangpur,Wheat,Rangpur Sadar Bazar,2024-10-01,42.07
Rajshahi,Fennel,Rajshahi Sadar Bazar,2024-07-25,40.83
Jessore,Pomegranate,Jessore Sadar Bazar,2025-02-27,37.03
Cumilla,Citrus,Cumilla Sadar Bazar,2024-09-27,32.23
Dhaka,Coriander,Dhaka Sadar Bazar,2024-04-27,43.02
Chittagong,Coriander,Chittagong Sadar Bazar,2025-02-01,38.72
Bogra,Cumin,Bogra Sadar Bazar,2024-06-19,42.67
Dhaka,Mango,Dhaka Sadar Bazar,2024-08-22,48.95
Barisal,Oilseeds,Barisal Sadar Bazar,2025-04-30,29.72
Jessore,Guava,Jessore Sadar Bazar,2024-06-15,36.64
Bogra,Fennel,Bogra Sadar Bazar,2024-06-04,38.99
Mymensingh,Chilli,Mymensingh Sadar Bazar,2024-11-08,46.98
Chittagong,Tomato,Chittagong Sadar Bazar,2025-04-18,32.15
Barisal,Oilseeds,Barisal Sadar Bazar,2024-06-18,49.29
Barisal,Mango,Barisal Sadar Bazar,2024-07-30,40.65
Rangpur,Mustard,Rangpur Sadar Bazar,2024-09-11,39.54
Barisal,Cumin,Barisal Sadar Bazar,2024-11-30,39.05
Rajshahi,Maize,Rajshahi Sadar Bazar,2025-04-25,37.91
Barisal,Oilseeds,Barisal Sadar Bazar,2025-03-20,45.03
Mymensingh,Fennel,Mymensingh Sadar Bazar,2025-03-12,34.87
Bogra,Mango,Bogra Sadar Bazar,2024-06-24,41.66
Barisal,Tomato,Barisal Sadar Bazar,2024-07-25,38.16
Dhaka,Barley,Dhaka Sadar Bazar,2024-08-21,36.34
Cumilla,Chilli,Cumilla Sadar Bazar,2024-04-29,52.41
Cumilla,Mustard,Cumilla Sadar Bazar,2024-07-04,42.01
Rangpur,Opium,Rangpur Sadar Bazar,2024-07-18,42.94
Bogra,Fennel,Bogra Sadar Bazar,2025-01-06,45.46
Rajshahi,Onion,Rajshahi Sadar Bazar,2025-03-15,33.18
Rangpur,Pomegranate,Rangpur Sadar Bazar,2024-04-30,48.41
Sylhet,Pomegranate,Sylhet Sadar Bazar,2024-10-26,27.96
Cumilla,Gram,Cumilla Sadar Bazar,2024-03-27,36.31
Chittagong,Cotton,Chittagong Sadar Bazar,2024-09-24,37.8
Chittagong,Guava,Chittagong Sadar Bazar,2024-08-08,42.79
Sylhet,Pulses,Sylhet Sadar Bazar,2024-07-14,41.05
Rajshahi,Bajra,Rajshahi Sadar Bazar,2024-08-11,39.2
Jessore,Mango,Jessore Sadar Bazar,2025-05-18,39.94
Rajshahi,Opium,Rajshahi Sadar Bazar,2025-01-28,35.31
Barisal,Cotton,Barisal Sadar Bazar,2025-04-13,32.81
Rangpur,Opium,Rangpur Sadar Bazar,2024-09-19,43.49
Sylhet,Tomato,Sylhet Sadar Bazar,2025-02-08,43.33
Bogra,Cotton,Bogra Sadar Bazar,2025-03-13,47.61
Chittagong,Pulses,Chittagong Sadar Bazar,2024-07-30,36.21
Dhaka,Maize,Dhaka Sadar Bazar,2024-10-23,43.33
Bogra,Guava,Bogra Sadar Bazar,2024-04-27,38.64
Rangpur,Opium,Rangpur Sadar Bazar,2024-12-09,45.71
Bogra,Fennel,Bogra Sadar Bazar,2024-04-03,44.91
Rajshahi,Opium,Rajshahi Sadar Bazar,2024-04-02,41.01
Rangpur,Pulses,Rangpur Sadar Bazar,2025-05-16,38.37
Chittagong,Coriander,Chittagong Sadar Bazar,2025-05-16,44.61
Cumilla,Cotton,Cumilla Sadar Bazar,2024-07-03,43.11
Dhaka,Bajra,Dhaka Sadar Bazar,2024-09-16,36.71
Rangpur,Pulses,Rangpur Sadar Bazar,2024-04-09,33.63
Rangpur,Guava,Rangpur Sadar Bazar,2024-11-26,38.62
Rajshahi,Coriander,Rajshahi Sadar Bazar,2025-02-11,47.27
Sylhet,Fennel,Sylhet Sadar Bazar,2024-04-03,45.5
Bogra,Chilli,Bogra Sadar Bazar,2024-07-23,34.66
Mymensingh,Guava,Mymensingh Sadar Bazar,2024-04-06,34.39
Rajshahi,Fennel,Rajshahi Sadar Bazar,2024-06-08,46.12
Mymensingh,Onion,Mymensingh Sadar Bazar,2025-04-21,34.55
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2025-04-13,42.44
Jessore,Mango,Jessore Sadar Bazar,2025-01-31,37.04
Rangpur,Bajra,Rangpur Sadar Bazar,2024-12-28,47.76
Chittagong,Cotton,Chittagong Sadar Bazar,2024-05-12,36.3
Barisal,Guava,Barisal Sadar Bazar,2025-03-03,45.49
Rajshahi,Cumin,Rajshahi Sadar Bazar,2024-08-09,40.89
Mymensingh,Maize,Mymensingh Sadar Bazar,2024-12-29,41.21
Sylhet,Fenugreek,Sylhet Sadar Bazar,2025-04-30,30.54
Cumilla,Fennel,Cumilla Sadar Bazar,2024-09-25,29.43
Sylhet,Chilli,Sylhet Sadar Bazar,2024-12-26,38.94
Rangpur,Garlic,Rangpur Sadar Bazar,2024-07-07,41.19
Dhaka,Tomato,Dhaka Sadar Bazar,2024-09-05,34.6
Mymensingh,Maize,Mymensingh Sadar Bazar,2025-04-08,34.77
Rangpur,Oilseeds,Rangpur Sadar Bazar,2025-04-06,42.7
Barisal,Opium,Barisal Sadar Bazar,2024-06-27,42.7
Chittagong,Barley,Chittagong Sadar Bazar,2024-12-30,39.34
Mymensingh,Cotton,Mymensingh Sadar Bazar,2024-10-18,43.74
Barisal,Mustard,Barisal Sadar Bazar,2024-05-14,34.36
Mymensingh,Sugarcane,Mymensingh Sadar Bazar,2024-10-01,38.29
Barisal,Maize,Barisal Sadar Bazar,2025-03-01,47.91
Bogra,Cumin,Bogra Sadar Bazar,2024-08-15,40.33
Rajshahi,Gram,Rajshahi Sadar Bazar,2024-05-30,40.61
Sylhet,Fennel,Sylhet Sadar Bazar,2024-09-07,51.07
Barisal,Onion,Barisal Sadar Bazar,2025-03-12,33.28
Rajshahi,Mustard,Rajshahi Sadar Bazar,2024-06-25,43.82
Barisal,Gram,Barisal Sadar Bazar,2024-05-01,47.99
Bogra,Onion,Bogra Sadar Bazar,2024-05-01,38.44
Bogra,Wheat,Bogra Sadar Bazar,2024-11-22,44.13
Jessore,Tomato,Jessore Sadar Bazar,2024-05-06,35.29
Bogra,Fennel,Bogra Sadar Bazar,2024-04-20,36.7
Dhaka,Cotton,Dhaka Sadar Bazar,2025-01-12,41.85
Bogra,Cotton,Bogra Sadar Bazar,2024-03-26,43.83
Chittagong,Mango,Chittagong Sadar Bazar,2025-02-08,45.38
Mymensingh,Sugarcane,Mymensingh Sadar Bazar,2025-05-02,47.53
Rangpur,Garlic,Rangpur Sadar Bazar,2024-07-15,39.68
Sylhet,Cotton,Sylhet Sadar Bazar,2024-10-19,45.73
Rajshahi,Gram,Rajshahi Sadar Bazar,2024-10-03,38.36
Rajshahi,Wheat,Rajshahi Sadar Bazar,2024-05-15,44.33
Mymensingh,Onion,Mymensingh Sadar Bazar,2024-04-18,41.0
Chittagong,Oilseeds,Chittagong Sadar Bazar,2024-06-03,42.14
Cumilla,Fenugreek,Cumilla Sadar Bazar,2024-05-24,42.03
Jessore,Tomato,Jessore Sadar Bazar,2024-04-02,32.3
Mymensingh,Oilseeds,Mymensingh Sadar Bazar,2024-06-11,34.6
Jessore,Maize,Jessore Sadar Bazar,2024-05-10,40.49
Rangpur,Chilli,Rangpur Sadar Bazar,2024-07-11,31.9
Sylhet,Chilli,Sylhet Sadar Bazar,2024-12-27,43.99
Jessore,Fenugreek,Jessore Sadar Bazar,2025-04-24,44.18
Bogra,Bajra,Bogra Sadar Bazar,2024-04-17,41.57
Sylhet,Oilseeds,Sylhet Sadar Bazar,2025-01-30,34.62
Cumilla,Oilseeds,Cumilla Sadar Bazar,2025-03-13,46.62
Bogra,Fenugreek,Bogra Sadar Bazar,2025-04-23,49.78
Sylhet,Chilli,Sylhet Sadar Bazar,2024-04-09,40.71
Bogra,Citrus,Bogra Sadar Bazar,2024-07-01,42.45
Barisal,Cotton,Barisal Sadar Bazar,2025-04-16,40.97
Rangpur,Guava,Rangpur Sadar Bazar,2024-12-28,42.55
Rangpur,Mango,Rangpur Sadar Bazar,2024-08-04,39.43
Sylhet,Tomato,Sylhet Sadar Bazar,2024-10-22,39.83
Cumilla,Cumin,Cumilla Sadar Bazar,2025-05-17,44.35
Cumilla,Wheat,Cumilla Sadar Bazar,2024-09-05,51.26
Dhaka,Citrus,Dhaka Sadar Bazar,2024-12-16,33.28
Chittagong,Tomato,Chittagong Sadar Bazar,2025-05-05,39.5
Dhaka,Opium,Dhaka Sadar Bazar,2024-06-19,34.33
Barisal,Fenugreek,Barisal Sadar Bazar,2024-12-04,47.64
Rangpur,Guava,Rangpur Sadar Bazar,2024-04-07,37.18
Sylhet,Citrus,Sylhet Sadar Bazar,2025-01-22,33.07
Sylhet,Garlic,Sylhet Sadar Bazar,2024-11-26,43.06
Barisal,Coriander,Barisal Sadar Bazar,2024-11-08,48.37
Rangpur,Gram,Rangpur Sadar Bazar,2025-01-09,43.19
Barisal,Oilseeds,Barisal Sadar Bazar,2024-11-10,40.98
Rajshahi,Cumin,Rajshahi Sadar Bazar,2024-11-02,41.96
Dhaka,Fenugreek,Dhaka Sadar Bazar,2025-04-12,46.79
Rajshahi,Maize,Rajshahi Sadar Bazar,2024-08-04,35.8
Bogra,Cumin,Bogra Sadar Bazar,2024-11-25,39.46
Dhaka,Gram,Dhaka Sadar Bazar,2024-06-05,37.83
Sylhet,Cotton,Sylhet Sadar Bazar,2024-12-15,34.39
Rajshahi,Sugarcane,Rajshahi Sadar Bazar,2024-06-25,38.42
Rajshahi,Pulses,Rajshahi Sadar Bazar,2024-11-06,45.32
Sylhet,Citrus,Sylhet Sadar Bazar,2024-04-08,42.72
Chittagong,Cumin,Chittagong Sadar Bazar,2024-12-23,43.09
Bogra,Bajra,Bogra Sadar Bazar,2024-07-05,40.7
Rajshahi,Maize,Rajshahi Sadar Bazar,2024-07-04,42.51
Bogra,Garlic,Bogra Sadar Bazar,2024-03-31,36.16
Mymensingh,Chilli,Mymensingh Sadar Bazar,2024-10-14,38.51
Dhaka,Pulses,Dhaka Sadar Bazar,2024-06-21,40.92
Sylhet,Guava,Sylhet Sadar Bazar,2025-04-05,41.33
Barisal,Oilseeds,Barisal Sadar Bazar,2024-04-26,41.54
Rajshahi,Maize,Rajshahi Sadar Bazar,2025-01-23,39.34
Sylhet,Mango,Sylhet Sadar Bazar,2024-12-01,38.19
Rangpur,Cotton,Rangpur Sadar Bazar,2024-05-25,55.16
Chittagong,Gram,Chittagong Sadar Bazar,2024-05-30,44.35
Cumilla,Pomegranate,Cumilla Sadar Bazar,2024-04-20,41.98
Dhaka,Chilli,Dhaka Sadar Bazar,2024-06-17,38.88
Mymensingh,Guava,Mymensingh Sadar Bazar,2024-11-21,37.83
Bogra,Citrus,Bogra Sadar Bazar,2024-04-29,39.37
Mymensingh,Mango,Mymensingh Sadar Bazar,2024-12-14,41.41
Rangpur,Cumin,Rangpur Sadar Bazar,2024-05-23,30.97
Jessore,Mustard,Jessore Sadar Bazar,2025-04-05,32.47
Mymensingh,Gram,Mymensingh Sadar Bazar,2024-08-04,36.94
Mymensingh,Mustard,Mymensingh Sadar Bazar,2025-01-29,40.99
Bogra,Fennel,Bogra Sadar Bazar,2024-08-06,38.85
Jessore,Fenugreek,Jessore Sadar Bazar,2025-03-15,47.09
Rangpur,Tomato,Rangpur Sadar Bazar,2024-07-05,32.88
Chittagong,Fennel,Chittagong Sadar Bazar,2024-12-14,36.39
Jessore,Oilseeds,Jessore Sadar Bazar,2024-05-18,47.3
Rajshahi,Chilli,Rajshahi Sadar Bazar,2024-04-30,40.63
Dhaka,Pomegranate,Dhaka Sadar Bazar,2024-04-16,44.25
Rangpur,Wheat,Rangpur Sadar Bazar,2025-04-24,49.85
Dhaka,Wheat,Dhaka Sadar Bazar,2025-04-21,36.67
Sylhet,Citrus,Sylhet Sadar Bazar,2024-07-13,39.52
Rangpur,Maize,Rangpur Sadar Bazar,2024-04-05,38.69
Mymensingh,Tomato,Mymensingh Sadar Bazar,2024-04-25,30.62
Bogra,Guava,Bogra Sadar Bazar,2024-06-28,38.51
Barisal,Pulses,Barisal Sadar Bazar,2025-02-08,44.23
Rangpur,Oilseeds,Rangpur Sadar Bazar,2024-06-21,42.59
Dhaka,Garlic,Dhaka Sadar Bazar,2024-11-30,42.97
Dhaka,Pulses,Dhaka Sadar Bazar,2024-05-18,38.2
Sylhet,Mustard,Sylhet Sadar Bazar,2025-01-27,36.85
Sylhet,Maize,Sylhet Sadar Bazar,2025-05-18,46.09
Barisal,Sugarcane,Barisal Sadar Bazar,2025-01-09,37.61
Cumilla,Cotton,Cumilla Sadar Bazar,2024-11-11,41.41
Barisal,Guava,Barisal Sadar Bazar,2024-06-23,40.78
Chittagong,Tomato,Chittagong Sadar Bazar,2025-02-15,47.02
Cumilla,Wheat,Cumilla Sadar Bazar,2024-10-12,44.66
Barisal,Pomegranate,Barisal Sadar Bazar,2024-05-21,33.78
Rajshahi,Tomato,Rajshahi Sadar Bazar,2024-04-08,34.3
Barisal,Bajra,Barisal Sadar Bazar,2024-08-19,42.78
Bogra,Gram,Bogra Sadar Bazar,2024-09-10,39.69
Chittagong,Chilli,Chittagong Sadar Bazar,2024-05-18,37.82
Chittagong,Bajra,Chittagong Sadar Bazar,2025-02-15,44.88
Rajshahi,Coriander,Rajshahi Sadar Bazar,2024-06-05,40.9
Sylhet,Citrus,Sylhet Sadar Bazar,2024-12-17,40.25
Barisal,Mustard,Barisal Sadar Bazar,2024-07-13,43.74
Rajshahi,Cotton,Rajshahi Sadar Bazar,2024-06-10,38.2
Rajshahi,Wheat,Rajshahi Sadar Bazar,2025-04-24,47.53
Cumilla,Citrus,Cumilla Sadar Bazar,2024-08-06,36.22
Jessore,Guava,Jessore Sadar Bazar,2024-11-02,43.15
Rangpur,Mustard,Rangpur Sadar Bazar,2024-08-02,46.88
Rangpur,Maize,Rangpur Sadar Bazar,2024-05-17,33.39
Cumilla,Onion,Cumilla Sadar Bazar,2025-02-27,38.35
Rangpur,Fennel,Rangpur Sadar Bazar,2025-03-17,45.48
Dhaka,Pulses,Dhaka Sadar Bazar,2024-10-04,45.55
